latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
52.69802,-73.8987,331.42,1.09,1.04,2023/6/9,1556,T,80,6.1NRT,291.35,26.91,D
52.69531,-73.88309,329.2,1.09,1.04,2023/6/9,1556,T,58,6.1NRT,293.79,24.8,D
52.69173,-73.91828,339.36,1.09,1.04,2023/6/9,1556,T,85,6.1NRT,296.9,42.55,D
52.89236,-75.70327,389.92,1.01,1.01,2023/6/9,1556,T,65,6.1NRT,299.76,193.68,D
52.89009,-75.68877,373.25,1.01,1.01,2023/6/9,1556,T,82,6.1NRT,296.13,122.63,D
52.89044,-75.75041,369.74,1.01,1.01,2023/6/9,1556,T,75,6.1NRT,297.63,106.91,D
52.83075,-75.37257,325.55,1.02,1.01,2023/6/9,1556,T,76,6.1NRT,296.78,18.05,D
52.88403,-75.77435,359.48,1.01,1.01,2023/6/9,1556,T,66,6.1NRT,298.23,78.42,D
52.8798,-75.80693,323.35,1.01,1.01,2023/6/9,1556,T,16,6.1NRT,294.36,14.91,D
52.87756,-75.79248,346.66,1.01,1.01,2023/6/9,1556,T,87,6.1NRT,297.4,49.08,D
52.83676,-75.53134,327.63,1.02,1.01,2023/6/9,1556,T,0,6.1NRT,298.67,16.72,D
52.87108,-75.81059,351.84,1.01,1.01,2023/6/9,1556,T,96,6.1NRT,299.16,59.14,D
52.86884,-75.79612,368.32,1.01,1.01,2023/6/9,1556,T,94,6.1NRT,302.3,103.65,D
52.84208,-75.68395,337.42,1.01,1.01,2023/6/9,1556,T,89,6.1NRT,295.67,30.05,D
52.83981,-75.66944,332.87,1.01,1.01,2023/6/9,1556,T,86,6.1NRT,297.59,23.1,D
52.83754,-75.65493,333.09,1.01,1.01,2023/6/9,1556,T,86,6.1NRT,299.85,23.3,D
52.83072,-75.61141,322.83,1.02,1.01,2023/6/9,1556,T,33,6.1NRT,294.69,9.89,D
52.84015,-75.73109,334.93,1.01,1.01,2023/6/9,1556,T,83,6.1NRT,302.96,26.62,D
52.83789,-75.71663,327.92,1.01,1.01,2023/6/9,1556,T,66,6.1NRT,299.58,16.83,D
52.83108,-75.6731,348.18,1.01,1.01,2023/6/9,1556,T,95,6.1NRT,302.74,50.89,D
52.82198,-75.61508,338.11,1.02,1.01,2023/6/9,1556,T,73,6.1NRT,297.65,30.42,D
52.81971,-75.6006,348.33,1.02,1.01,2023/6/9,1556,T,89,6.1NRT,302.57,49.95,D
52.82235,-75.67677,332.31,1.01,1.01,2023/6/9,1556,T,81,6.1NRT,295.25,23.96,D
52.77744,-75.50998,332,1.02,1.01,2023/6/9,1556,T,56,6.1NRT,298.71,19.81,D
52.7687,-75.51371,342.75,1.02,1.01,2023/6/9,1556,T,48,6.1NRT,301.94,38.34,D
50.95651,-73.33974,314.58,1.21,1.09,2023/6/9,1556,T,68,6.1NRT,290.02,16.37,D
50.95349,-73.32328,318.62,1.21,1.09,2023/6/9,1556,T,58,6.1NRT,288.59,20.82,D
50.63908,-74.11308,321.23,1.15,1.07,2023/6/9,1556,T,47,6.1NRT,292.98,16.76,D
50.65397,-74.28041,345.71,1.14,1.06,2023/6/9,1556,T,84,6.1NRT,293.54,53.36,D
50.65125,-74.26502,339.51,1.14,1.06,2023/6/9,1556,T,87,6.1NRT,297.11,41.85,D
50.65298,-74.33071,331.37,1.14,1.06,2023/6/9,1556,T,54,6.1NRT,295.73,29.32,D
50.65026,-74.31532,345.34,1.14,1.06,2023/6/9,1556,T,83,6.1NRT,301.04,55.09,D
50.64757,-74.30006,371.1,1.14,1.06,2023/6/9,1556,T,100,6.1NRT,302.64,133.61,D
50.64486,-74.28474,371.57,1.14,1.06,2023/6/9,1556,T,100,6.1NRT,301.9,136.03,D
50.64115,-74.31953,324.23,1.14,1.06,2023/6/9,1556,T,64,6.1NRT,295.7,20.16,D
50.54824,-74.21613,314.99,1.15,1.07,2023/6/9,1556,T,56,6.1NRT,296.49,5.91,D
50.56907,-74.38969,333.39,1.13,1.06,2023/6/9,1556,T,65,6.1NRT,294.32,32.29,D
50.56635,-74.37428,341.35,1.14,1.06,2023/6/9,1556,T,75,6.1NRT,298.6,45.32,D
50.55991,-74.39355,334.89,1.13,1.06,2023/6/9,1556,T,88,6.1NRT,294.73,32.96,D
50.36063,-74.27705,312.25,1.15,1.07,2023/6/9,1556,T,48,6.1NRT,294.37,9.09,D
50.32926,-74.32345,339.22,1.15,1.07,2023/6/9,1556,T,79,6.1NRT,289.41,46.36,D
50.32005,-74.32737,336.26,1.15,1.07,2023/6/9,1556,T,68,6.1NRT,291.12,39.37,D
50.2961,-74.30457,315.51,1.15,1.07,2023/6/9,1556,T,54,6.1NRT,292.47,12.77,D
49.56016,-76.70863,334.02,1.03,1.01,2023/6/9,1556,T,76,6.1NRT,301,29.95,D
49.55796,-76.69485,347.17,1.03,1.01,2023/6/9,1556,T,95,6.1NRT,300.65,54.49,D
49.51379,-76.88551,342.51,1.02,1.01,2023/6/9,1556,T,93,6.1NRT,296.5,42.7,D
49.16894,-76.31717,327.39,1.05,1.03,2023/6/9,1556,T,64,6.1NRT,295.31,25.45,D
48.91389,-76.75954,323.74,1.04,1.02,2023/6/9,1556,T,0,6.1NRT,298.26,18.41,D
48.91802,-76.9599,361.39,1.03,1.01,2023/6/9,1556,T,0,6.1NRT,293.57,88.06,D
48.84522,-76.68325,315.87,1.04,1.02,2023/6/9,1556,T,57,6.1NRT,287.3,13.23,D
48.84298,-76.66953,307.16,1.04,1.02,2023/6/9,1556,T,0,6.1NRT,284.45,5.72,D
48.63214,-85.03813,306.64,1.51,1.21,2023/6/9,1556,T,40,6.1NRT,296.59,9.07,D
47.48686,-80.30275,322.59,1.02,1.01,2023/6/9,1556,T,0,6.1NRT,282.84,14.32,D
47.47803,-80.30539,375.07,1.02,1.01,2023/6/9,1556,T,87,6.1NRT,291.32,129.14,D
47.72527,-82.42704,323.02,1.15,1.07,2023/6/9,1556,T,58,6.1NRT,300.43,18.53,D
47.68077,-82.37643,342.68,1.14,1.07,2023/6/9,1556,T,93,6.1NRT,299.18,51.64,D
47.67906,-82.36151,333.77,1.14,1.06,2023/6/9,1556,T,88,6.1NRT,299.18,35.14,D
47.66825,-82.4779,309.67,1.15,1.07,2023/6/9,1556,T,57,6.1NRT,295.49,7.44,D
47.6665,-82.46288,324.39,1.15,1.07,2023/6/9,1556,T,82,6.1NRT,297.05,23.54,D
46.73718,-82.00698,314.03,1.09,1.04,2023/6/9,1556,T,68,6.1NRT,294.44,11.25,D
46.73548,-81.99302,341.46,1.09,1.04,2023/6/9,1556,T,92,6.1NRT,296.17,49.42,D
41.46387,-81.67873,324.13,1,1,2023/6/9,1558,T,79,6.1NRT,303.15,12.33,D
41.46221,-81.66702,322.17,1,1,2023/6/9,1558,T,73,6.1NRT,302.12,10.03,D
41.6357,-87.14086,322.89,1.58,1.24,2023/6/9,1558,T,0,6.1NRT,304.93,26.81,D
37.59723,-75.83831,306.74,1.79,1.31,2023/6/9,1601,T,56,6.1NRT,292.37,10.59,D
38.59482,-82.827,318.16,1.01,1,2023/6/9,1601,T,22,6.1NRT,306.14,9.45,D
37.49028,-77.45078,312.62,1.45,1.19,2023/6/9,1601,T,27,6.1NRT,297.73,8.43,D
37.19564,-76.59416,307.57,1.65,1.26,2023/6/9,1601,T,14,6.1NRT,293.71,7.85,D
37.96738,-81.3205,315,1.02,1.01,2023/6/9,1601,T,74,6.1NRT,295.9,11.83,D
37.18624,-77.5321,305.7,1.46,1.19,2023/6/9,1601,T,16,6.1NRT,293.92,5.86,D
36.87616,-78.73812,310.53,1.28,1.12,2023/6/9,1601,T,64,6.1NRT,297.94,9.52,D
36.82991,-78.94407,323.69,1.25,1.11,2023/6/9,1601,T,81,6.1NRT,295.17,26.04,D
37.04631,-80.77393,309.88,1.06,1.03,2023/6/9,1601,T,26,6.1NRT,297.71,7.2,D
37.23285,-82.0336,303.68,1,1,2023/6/9,1601,T,53,6.1NRT,293.19,4.2,D
36.73037,-79.86942,312.83,1.14,1.07,2023/6/9,1601,T,65,6.1NRT,296.79,9.67,D
36.54453,-79.81282,307.52,1.16,1.07,2023/6/9,1601,T,60,6.1NRT,295.22,6.22,D
36.28674,-78.40123,308.99,1.36,1.16,2023/6/9,1601,T,36,6.1NRT,296.56,6.46,D
36.66074,-80.91789,313.51,1.06,1.03,2023/6/9,1601,T,70,6.1NRT,298.45,9.25,D
36.27149,-80.80871,311.27,1.07,1.03,2023/6/9,1601,T,62,6.1NRT,297.56,7.14,D
36.26475,-80.81677,309.54,1.07,1.03,2023/6/9,1601,T,63,6.1NRT,297.41,5.74,D
36.19682,-81.03074,308.75,1.06,1.03,2023/6/9,1601,T,59,6.1NRT,297.84,5.59,D
36.36569,-82.18023,309.61,1.01,1,2023/6/9,1601,T,38,6.1NRT,298.34,5.71,D
36.13923,-81.19316,309.72,1.05,1.02,2023/6/9,1601,T,64,6.1NRT,298.22,6.72,D
35.59676,-78.0821,324.64,1.46,1.19,2023/6/9,1601,T,80,6.1NRT,302.85,28.59,D
35.59388,-78.06647,360.74,1.46,1.2,2023/6/9,1601,T,100,6.1NRT,302.67,143.53,D
35.89843,-79.95741,311.29,1.16,1.07,2023/6/9,1601,T,23,6.1NRT,298.77,5.67,D
35.8963,-79.94489,314.38,1.17,1.07,2023/6/9,1601,T,68,6.1NRT,299,9.34,D
35.76704,-80.1068,310.11,1.15,1.07,2023/6/9,1601,T,26,6.1NRT,298.13,6.48,D
36.19403,-83.02238,309.1,1,1,2023/6/9,1601,T,63,6.1NRT,297.33,4.24,D
36.17681,-82.90304,309.27,1,1,2023/6/9,1601,T,61,6.1NRT,297.57,4.55,D
35.83091,-80.83855,316.48,1.08,1.04,2023/6/9,1601,T,66,6.1NRT,298.89,8.95,D
35.19484,-77.30666,310.55,1.65,1.26,2023/6/9,1601,T,57,6.1NRT,297.91,12.63,D
35.13853,-77.43828,323.42,1.63,1.26,2023/6/9,1601,T,79,6.1NRT,294.88,36.75,D
35.15115,-77.9318,322.67,1.52,1.22,2023/6/9,1601,T,78,6.1NRT,298.31,26.74,D
35.1481,-77.91567,330.78,1.53,1.22,2023/6/9,1601,T,85,6.1NRT,298.83,44.41,D
35.72447,-81.2697,312.66,1.05,1.03,2023/6/9,1601,T,24,6.1NRT,299.86,5.26,D
35.13751,-77.91867,313.72,1.53,1.22,2023/6/9,1601,T,48,6.1NRT,297.09,11.17,D
35.20499,-78.39232,313.86,1.43,1.18,2023/6/9,1601,T,61,6.1NRT,302.19,9.52,D
35.69568,-81.26469,314.49,1.05,1.03,2023/6/9,1601,T,33,6.1NRT,301.01,6.59,D
35.56249,-80.72757,311.22,1.1,1.05,2023/6/9,1601,T,64,6.1NRT,297.63,6.87,D
35.58353,-81.25652,312.36,1.06,1.03,2023/6/9,1601,T,55,6.1NRT,299.11,7,D
35.53975,-81.04165,309.99,1.07,1.03,2023/6/9,1601,T,49,6.1NRT,298.11,5.81,D
35.01677,-78.77224,316.38,1.37,1.16,2023/6/9,1603,T,68,6.1NRT,298.77,12.32,D
35.38688,-81.36243,312.45,1.05,1.03,2023/6/9,1603,T,58,6.1NRT,301.13,6.78,D
35.23999,-80.57857,308.05,1.12,1.06,2023/6/9,1603,T,37,6.1NRT,297.76,5.1,D
35.31064,-81.58371,311.91,1.04,1.02,2023/6/9,1603,T,58,6.1NRT,300.57,6.31,D
35.25995,-81.55566,311.31,1.05,1.02,2023/6/9,1603,T,61,6.1NRT,300.15,6.53,D
35.00397,-80.16628,308.18,1.17,1.08,2023/6/9,1603,T,28,6.1NRT,297.68,5.37,D
36.19006,-89.77216,326.63,1.95,1.36,2023/6/9,1603,T,61,6.1NRT,303.35,38.48,D
36.18349,-89.75746,339,1.94,1.36,2023/6/9,1603,T,90,6.1NRT,303.32,82.03,D
36.05531,-89.88854,385.27,1.97,1.37,2023/6/9,1603,T,100,6.1NRT,305.1,444.7,D
34.70645,-80.99556,308.35,1.1,1.05,2023/6/9,1603,T,36,6.1NRT,295.44,5.58,D
34.32883,-78.97372,311.41,1.38,1.16,2023/6/9,1603,T,52,6.1NRT,299.64,9.02,D
34.26912,-79.68261,312.73,1.27,1.12,2023/6/9,1603,T,41,6.1NRT,302,9.7,D
34.44306,-81.90145,312.51,1.04,1.02,2023/6/9,1603,T,52,6.1NRT,296.38,6.49,D
34.44133,-81.89045,313.21,1.04,1.02,2023/6/9,1603,T,58,6.1NRT,298.32,6.84,D
34.05626,-79.76255,312.59,1.26,1.12,2023/6/9,1603,T,63,6.1NRT,296.3,8.87,D
34.38979,-81.79922,309.52,1.05,1.02,2023/6/9,1603,T,21,6.1NRT,299.41,5.21,D
34.20503,-81.0001,315.88,1.11,1.05,2023/6/9,1603,T,44,6.1NRT,301.61,8.73,D
34.28377,-81.54091,309.11,1.07,1.03,2023/6/9,1603,T,51,6.1NRT,297.92,5,D
34.45354,-82.68879,321.45,1.01,1,2023/6/9,1603,T,77,6.1NRT,298.27,13.17,D
34.45192,-82.67811,315.14,1.01,1,2023/6/9,1603,T,37,6.1NRT,301.27,6.83,D
34.24373,-81.40958,316.12,1.08,1.04,2023/6/9,1603,T,70,6.1NRT,298.02,11.44,D
33.29807,-83.37929,313.23,1,1,2023/6/9,1603,T,30,6.1NRT,300.36,6.22,D
34.05784,-93.63744,328.67,3.32,1.72,2023/6/9,1603,T,84,6.1NRT,289.75,135.48,D
34.06102,-93.64503,329.15,3.32,1.72,2023/6/9,1603,T,79,6.1NRT,290.09,135.72,D
33.16395,-88.5795,324.22,1.49,1.21,2023/6/9,1603,T,74,6.1NRT,300.03,26.37,D
32.29184,-83.51291,316.56,1,1,2023/6/9,1603,T,67,6.1NRT,295.86,7.29,D
31.82783,-84.00466,321.01,1,1,2023/6/9,1603,T,71,6.1NRT,297.61,11.17,D
31.82633,-83.99435,321.15,1,1,2023/6/9,1603,T,72,6.1NRT,297.38,12.1,D
31.55299,-82.91071,318.51,1.03,1.01,2023/6/9,1603,T,48,6.1NRT,301.36,7.22,D
31.48275,-82.87678,315.05,1.03,1.02,2023/6/9,1603,T,27,6.1NRT,297.99,5.16,D
31.65611,-84.15655,318.92,1,1,2023/6/9,1603,T,62,6.1NRT,300.06,7.21,D
31.45,-84.07164,334.31,1,1,2023/6/9,1603,T,85,6.1NRT,301.92,23.37,D
31.4485,-84.06137,319.98,1,1,2023/6/9,1603,T,54,6.1NRT,300.72,6.1,D
31.25771,-83.15919,320.24,1.02,1.01,2023/6/9,1603,T,68,6.1NRT,297.81,11.78,D
31.25611,-83.14873,316.17,1.02,1.01,2023/6/9,1603,T,47,6.1NRT,297.94,7.8,D
30.94546,-82.57919,318.46,1.06,1.03,2023/6/9,1603,T,65,6.1NRT,302.74,9.93,D
32.14517,-93.0551,311.96,2.88,1.62,2023/6/9,1603,T,58,6.1NRT,294.09,28.83,D
31.00485,-84.0001,348.65,1,1,2023/6/9,1603,T,94,6.1NRT,297.28,50.61,D
31.00334,-83.98987,349.7,1,1,2023/6/9,1603,T,94,6.1NRT,300.13,51.98,D
30.83707,-83.24822,319.07,1.02,1.01,2023/6/9,1603,T,35,6.1NRT,299.31,7.03,D
31.7861,-91.3014,315.36,2.16,1.43,2023/6/9,1603,T,32,6.1NRT,297.06,22.74,D
30.71346,-83.71137,328.63,1.01,1,2023/6/9,1603,T,80,6.1NRT,297.69,19.46,D
30.63371,-83.79632,322.85,1.01,1,2023/6/9,1603,T,71,6.1NRT,296.36,11.94,D
30.97816,-86.8477,327.11,1.14,1.06,2023/6/9,1603,T,78,6.1NRT,299.3,19.84,D
30.97671,-86.83601,378.04,1.14,1.06,2023/6/9,1603,T,100,6.1NRT,302.39,165.84,D
30.97526,-86.82434,338.81,1.14,1.06,2023/6/9,1603,T,88,6.1NRT,298.55,39.95,D
30.57823,-84.61597,318.9,1,1,2023/6/9,1603,T,44,6.1NRT,298.67,8.09,D
30.49375,-84.41877,316.14,1,1,2023/6/9,1603,T,43,6.1NRT,300.1,6.84,D
30.94403,-88.00903,317.04,1.3,1.13,2023/6/9,1603,T,41,6.1NRT,299.99,10.24,D
30.68361,-86.77246,318.42,1.13,1.06,2023/6/9,1603,T,42,6.1NRT,300.74,8.23,D
30.35324,-84.46176,313.43,1,1,2023/6/9,1603,T,40,6.1NRT,296.99,4.79,D
30.35176,-84.45161,333.56,1,1,2023/6/9,1603,T,84,6.1NRT,298.34,26.53,D
30.16643,-83.28311,321.92,1.03,1.01,2023/6/9,1603,T,60,6.1NRT,302.23,9.17,D
30.18508,-83.52512,322.37,1.02,1.01,2023/6/9,1603,T,47,6.1NRT,304.56,12.04,D
30.1762,-83.52689,325.81,1.02,1.01,2023/6/9,1603,T,66,6.1NRT,303.98,15.56,D
30.03798,-83.71474,318.24,1.01,1.01,2023/6/9,1603,T,66,6.1NRT,302.39,8.23,D
30.35572,-86.00845,336.1,1.05,1.02,2023/6/9,1603,T,86,6.1NRT,300,29.19,D
30.35429,-85.99773,331.19,1.05,1.02,2023/6/9,1603,T,82,6.1NRT,299.03,21.94,D
30.34667,-86.01001,319.81,1.05,1.02,2023/6/9,1603,T,64,6.1NRT,299.89,8.11,D
30.34524,-85.99929,331.37,1.05,1.02,2023/6/9,1603,T,82,6.1NRT,299.54,22.81,D
30.3438,-85.98858,325.78,1.05,1.02,2023/6/9,1603,T,77,6.1NRT,298.08,15.6,D
30.58795,-92.13924,313.71,2.39,1.49,2023/6/9,1603,T,58,6.1NRT,296.16,18.43,D
30.58595,-92.11475,320.93,2.38,1.49,2023/6/9,1603,T,74,6.1NRT,296.65,41.12,D
30.58938,-92.12045,328.62,2.38,1.49,2023/6/9,1603,T,82,6.1NRT,296.91,71.87,D
28.48823,-80.95013,316.99,1.35,1.15,2023/6/9,1603,T,62,6.1NRT,296.52,14.3,D
28.44024,-82.11304,339.58,1.17,1.08,2023/6/9,1603,T,89,6.1NRT,298.66,47.72,D
28.43077,-82.11503,327.16,1.17,1.08,2023/6/9,1603,T,71,6.1NRT,298.32,24.56,D
28.42131,-82.11703,343.21,1.17,1.08,2023/6/9,1603,T,91,6.1NRT,298.82,53.82,D
28.41935,-82.10538,325.94,1.18,1.08,2023/6/9,1603,T,64,6.1NRT,296.96,21.4,D
28.10358,-81.40396,316.19,1.29,1.13,2023/6/9,1603,T,62,6.1NRT,296.97,11.63,D
28.10386,-81.40968,312.3,1.29,1.13,2023/6/9,1603,T,33,6.1NRT,297.14,6.84,D
27.75963,-82.36421,340.26,1.17,1.08,2023/6/9,1603,T,90,6.1NRT,298.54,43.04,D
27.13732,-81.30316,324.28,1.36,1.15,2023/6/9,1605,T,53,6.1NRT,301.19,19.69,D
27.21698,-82.06962,323.81,1.23,1.1,2023/6/9,1605,T,77,6.1NRT,299.49,19.35,D
27.18162,-82.29242,317.79,1.2,1.09,2023/6/9,1605,T,65,6.1NRT,298,8.84,D
26.86948,-80.55342,321.02,1.53,1.22,2023/6/9,1605,T,50,6.1NRT,302.84,16.62,D
27.14933,-82.33537,361.78,1.19,1.09,2023/6/9,1605,T,100,6.1NRT,302.1,105.97,D
27.14736,-82.32369,338.29,1.19,1.09,2023/6/9,1605,T,89,6.1NRT,299.49,40.25,D
27.14636,-82.34184,339.47,1.19,1.09,2023/6/9,1605,T,90,6.1NRT,300.26,43.85,D
27.14445,-82.33015,363.29,1.19,1.09,2023/6/9,1605,T,100,6.1NRT,302.68,112.64,D
27.08408,-82.08488,318.49,1.23,1.1,2023/6/9,1605,T,68,6.1NRT,301.14,12.33,D
26.33605,-81.32975,325.04,1.39,1.17,2023/6/9,1605,T,60,6.1NRT,303.16,22.04,D
26.33366,-81.31622,325,1.4,1.17,2023/6/9,1605,T,64,6.1NRT,300.29,21.75,D
20.95538,-88.18657,318.95,1.05,1.03,2023/6/9,1605,T,57,6.1NRT,303.41,8.35,D
20.50728,-89.97623,325.45,1.25,1.11,2023/6/9,1605,T,43,6.1NRT,310.64,15.74,D
19.92846,-89.85304,332.74,1.22,1.1,2023/6/9,1605,T,79,6.1NRT,309.51,24.69,D
19.87598,-89.67723,327.72,1.19,1.08,2023/6/9,1605,T,58,6.1NRT,312.74,16.4,D
19.83756,-89.68262,325.27,1.19,1.08,2023/6/9,1605,T,23,6.1NRT,310.72,12.47,D
19.67582,-89.85486,332.48,1.21,1.09,2023/6/9,1605,T,81,6.1NRT,313.94,24.15,D
19.6017,-92.29208,310.69,1.74,1.29,2023/6/9,1605,T,42,6.1NRT,296.33,14.13,D
19.34968,-90.50388,335.42,1.3,1.13,2023/6/9,1605,T,83,6.1NRT,305.22,27.37,D
19.0863,-90.03944,331.37,1.22,1.1,2023/6/9,1605,T,42,6.1NRT,309.82,20.93,D
18.52755,-88.48085,314.97,1.04,1.02,2023/6/9,1605,T,55,6.1NRT,298.21,5.64,D
18.86456,-92.62465,328.13,1.79,1.31,2023/6/9,1605,T,81,6.1NRT,295.39,53.49,D
18.63875,-92.16344,316.52,1.65,1.26,2023/6/9,1605,T,33,6.1NRT,299.15,11.42,D
18.42587,-90.77901,322.61,1.32,1.14,2023/6/9,1605,T,67,6.1NRT,303.8,11.28,D
18.33591,-90.96079,335.46,1.35,1.15,2023/6/9,1605,T,85,6.1NRT,304.13,29.55,D
18.33437,-90.94828,333.09,1.35,1.15,2023/6/9,1605,T,83,6.1NRT,305.05,24.48,D
18.33689,-90.95463,335.66,1.35,1.15,2023/6/9,1605,T,86,6.1NRT,304.41,29.83,D
18.33528,-90.94213,328.6,1.35,1.15,2023/6/9,1605,T,45,6.1NRT,304.83,17.08,D
18.1966,-92.09173,323.17,1.6,1.25,2023/6/9,1607,T,31,6.1NRT,303.89,19.26,D
18.17008,-91.98168,332.61,1.57,1.24,2023/6/9,1607,T,70,6.1NRT,298.43,37.94,D
18.15912,-91.98308,338.03,1.57,1.24,2023/6/9,1607,T,87,6.1NRT,298.99,53.3,D
18.11115,-91.77103,319.88,1.52,1.22,2023/6/9,1607,T,53,6.1NRT,298.45,11.9,D
17.82281,-90.61254,318.92,1.27,1.12,2023/6/9,1607,T,46,6.1NRT,292.77,10.56,D
17.53646,-88.51219,317.05,1.03,1.01,2023/6/9,1607,T,40,6.1NRT,298.89,5.9,D
17.99364,-92.5097,318.52,1.71,1.28,2023/6/9,1607,T,57,6.1NRT,295.99,16.42,D
17.9918,-92.49389,318.54,1.7,1.28,2023/6/9,1607,T,50,6.1NRT,296.42,16.26,D
18.07326,-93.46429,322.43,2.02,1.38,2023/6/9,1607,T,71,6.1NRT,297.21,26.9,D
17.71443,-90.71781,317.94,1.28,1.12,2023/6/9,1607,T,56,6.1NRT,289.68,10.41,D
18.08718,-94.04051,327.19,2.23,1.45,2023/6/9,1607,T,78,6.1NRT,295.13,61.85,D
17.31519,-88.50945,342.75,1.02,1.01,2023/6/9,1607,T,91,6.1NRT,302.56,37.58,D
17.31386,-88.50004,327.69,1.02,1.01,2023/6/9,1607,T,75,6.1NRT,301.14,14.39,D
17.89976,-93.1778,326.93,1.91,1.35,2023/6/9,1607,T,77,6.1NRT,296.97,37.08,D
17.91003,-93.37701,323.45,1.98,1.37,2023/6/9,1607,T,48,6.1NRT,297.28,32.33,D
17.83822,-93.1208,342.58,1.89,1.34,2023/6/9,1607,T,91,6.1NRT,296.57,91.09,D
17.83619,-93.10345,325.8,1.88,1.34,2023/6/9,1607,T,76,6.1NRT,297.81,30.32,D
17.5469,-93.75536,319.51,2.09,1.41,2023/6/9,1607,T,70,6.1NRT,296.73,19.3,D
16.82945,-90.13007,323.87,1.16,1.07,2023/6/9,1607,T,73,6.1NRT,297.07,12.11,D
16.53569,-89.26125,320.39,1.06,1.03,2023/6/9,1607,T,65,6.1NRT,301.26,8.18,D
16.63437,-90.4127,328.42,1.2,1.09,2023/6/9,1607,T,79,6.1NRT,293.96,22.23,D
15.78544,-86.26612,327.07,1.07,1.03,2023/6/9,1607,T,80,6.1NRT,297.49,20.36,D
16.33544,-90.38419,318.94,1.18,1.08,2023/6/9,1607,T,37,6.1NRT,299.79,6.92,D
16.63906,-93.65164,319.24,1.99,1.38,2023/6/9,1607,T,62,6.1NRT,293.48,12.25,D
16.04582,-88.91909,317.9,1.03,1.01,2023/6/9,1607,T,34,6.1NRT,300.07,7.36,D
16.06503,-89.32172,319.63,1.06,1.03,2023/6/9,1607,T,61,6.1NRT,298.68,8.21,D
16.60384,-93.92693,326.97,2.09,1.41,2023/6/9,1607,T,79,6.1NRT,290.49,49.55,D
16.60171,-93.90802,320.34,2.08,1.4,2023/6/9,1607,T,52,6.1NRT,289.9,27.98,D
16.6016,-93.9334,321.53,2.09,1.41,2023/6/9,1607,T,59,6.1NRT,289.84,30.44,D
16.59933,-93.91451,328.06,2.08,1.4,2023/6/9,1607,T,81,6.1NRT,289.5,50.55,D
15.94662,-89.6615,325.04,1.09,1.04,2023/6/9,1607,T,74,6.1NRT,300.08,14,D
16.40837,-93.39148,325.79,1.89,1.34,2023/6/9,1607,T,68,6.1NRT,301.02,22.85,D
16.26458,-92.39744,316.06,1.58,1.24,2023/6/9,1607,T,38,6.1NRT,292.06,11.42,D
16.26274,-92.38251,315.68,1.58,1.24,2023/6/9,1607,T,47,6.1NRT,291.53,10.08,D
15.82407,-89.04755,320.46,1.04,1.02,2023/6/9,1607,T,67,6.1NRT,295.38,11.64,D
15.82274,-89.03803,320.22,1.04,1.02,2023/6/9,1607,T,67,6.1NRT,294.92,11.74,D
15.89653,-89.63824,322.07,1.08,1.04,2023/6/9,1607,T,70,6.1NRT,301.56,9.75,D
15.85939,-89.62948,319.57,1.08,1.04,2023/6/9,1607,T,47,6.1NRT,301.23,8.34,D
15.889,-89.91151,321.15,1.11,1.05,2023/6/9,1607,T,60,6.1NRT,299.47,9.77,D
15.84062,-89.56182,324.5,1.08,1.04,2023/6/9,1607,T,75,6.1NRT,301.87,13.96,D
15.66234,-88.61945,321.57,1.01,1.01,2023/6/9,1607,T,71,6.1NRT,295.63,11.11,D
15.81736,-90.2004,314.72,1.14,1.07,2023/6/9,1607,T,51,6.1NRT,298.37,6.39,D
16.21963,-93.44302,315.27,1.89,1.34,2023/6/9,1607,T,30,6.1NRT,294.02,14.28,D
15.52375,-88.42094,318.48,1.01,1,2023/6/9,1607,T,66,6.1NRT,293.07,9.56,D
14.85386,-84.39282,325.54,1.37,1.16,2023/6/9,1607,T,49,6.1NRT,301.3,15.51,D
15.87627,-92.04782,324.26,1.48,1.2,2023/6/9,1607,T,76,6.1NRT,294.37,17.36,D
15.87455,-92.03429,322.75,1.47,1.2,2023/6/9,1607,T,73,6.1NRT,294.49,14.55,D
15.48938,-89.4233,317.31,1.06,1.03,2023/6/9,1607,T,43,6.1NRT,296.79,8.28,D
15.25187,-88.07914,316.54,1,1,2023/6/9,1607,T,60,6.1NRT,298.61,5.99,D
15.15375,-88.10043,326.35,1,1,2023/6/9,1607,T,78,6.1NRT,303.76,11.8,D
15.15243,-88.09132,323.06,1,1,2023/6/9,1607,T,73,6.1NRT,303.36,7.45,D
14.34998,-83.35414,342.34,1.65,1.26,2023/6/9,1607,T,69,6.1NRT,284.38,84.44,D
14.35003,-83.35999,325.03,1.65,1.26,2023/6/9,1607,T,64,6.1NRT,284.21,32.11,D
14.33646,-83.34701,321.56,1.66,1.27,2023/6/9,1607,T,0,6.1NRT,285.38,24.43,D
15.89581,-96.96621,321.27,3.51,1.76,2023/6/9,1607,T,54,6.1NRT,296.39,48.82,D
15.901,-96.97262,322.74,3.51,1.76,2023/6/9,1607,T,72,6.1NRT,296.18,61.62,D
13.39479,-83.58529,315.49,1.65,1.26,2023/6/9,1607,T,50,6.1NRT,289.6,14.97,D
13.29423,-87.19837,316.31,1.04,1.02,2023/6/9,1607,T,60,6.1NRT,297,6.25,D
